idx,score,depth,netChgRoad,netChgBus,netChgRail,netSavedMinsRoad,netSavedMinsBus,netSavedMinsRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19,gameState20,gameState21,gameState22,gameState23,gameState24,gameState25,gameState26,gameState27,gameState28,gameState29,gameState30,gameState31,gameState32,gameState33,gameState34,gameState35,gameState36,gameState37,gameState38,gameState39
54,-700.4232,40,0,0,3239938,0,0,750.8311,0,0,17565706,-15691.317052951817,-5044.010804486077,20735.32786329655,-256574.13512328343,-61506.588827627544,1199011.543160286,366.31302,293.39133,   3302,4921,   5421,6177,   122,470,   852,6199,   2052,2006,   6823,6829,   5465,5380,   4679,3571,   7074,7125,   2760,2756,   7182,7151,   7151,3099,   7881,8128,   6487,6475,   8405,8094,   5045,6689,   6698,1776,   3556,4643,   8293,8430,   7872,7878,   
55,-748.83356,40,0,0,2183573,0,0,757.48975,0,0,9439615,-16408.931549066332,-4777.496779117441,21186.428329402104,-294240.28258060536,-67697.02948207161,1252321.8400735988,392.9315,224.03369,   901,11,   5404,5412,   4452,4415,   5079,981,   881,818,   5801,3665,   6110,6160,   1728,1752,   7415,8178,   646,6200,   5239,2950,   7995,7627,   5940,5960,   5968,5947,   5221,6351,   3286,4851,   5799,5860,   3086,6746,   1062,1357,   1084,979,   
56,-433.47006,40,0,0,1889679,0,0,666.54926,0,0,6301585,-8517.263091108156,-3870.0436921301925,12387.306780786712,-152249.17170609607,-69005.88235716308,675527.0119835311,351.23343,286.0358,   4033,4039,   6277,596,   7363,7706,   2243,6045,   7362,8154,   6675,6768,   7639,7639,   6510,6518,   525,6288,   5708,4038,   635,35,   3978,3968,   2734,2812,   2970,4554,   4773,4426,   4209,3211,   7235,7201,   3847,6864,   4288,4317,   6832,1136,   
57,-696.8844,40,0,0,2559953,0,0,505.5407,0,0,12979573,-13204.694536948982,-4675.274286461034,17879.968820822316,-235718.69410768605,-54201.74316385855,843202.948548766,338.24646,246.74373,   4660,4732,   5884,6873,   786,445,   8019,8024,   1372,1316,   6571,4523,   7395,7390,   8347,7890,   1745,1735,   8086,7474,   1740,1721,   2502,2439,   2512,2429,   1173,6540,   4580,4722,   2918,5237,   1248,1245,   1322,1045,   2820,2810,   1070,5069,   
58,-1011.45685,40,0,0,4911728,0,0,687.13715,0,0,19985152,-21805.772982657636,-6038.1188138329235,27843.891798846733,-373772.4078019156,-78335.37152735755,1541206.6525157995,369.53867,253.96915,   7429,7763,   5291,2049,   4932,4933,   3787,3770,   187,11,   6207,6466,   5959,5962,   7925,7925,   4627,3567,   4424,4407,   2140,1933,   1227,4090,   1396,1290,   169,404,   2214,5986,   943,652,   3351,75,   1357,1335,   7161,7036,   7798,8388,   
59,-1140.241,40,0,0,4262609,0,0,676.9395,0,0,14887346,-22039.908000756866,-6655.725225049495,28695.633231306965,-400831.55115630553,-78106.01590746742,1564599.6932453061,351.53232,221.5536,   140,873,   7353,7719,   786,409,   5827,3687,   4989,137,   5750,1750,   1053,1319,   5716,5718,   4370,747,   7496,7556,   2621,2560,   1483,1468,   7575,7557,   4952,4364,   5124,2678,   1919,2052,   2226,2189,   5153,5132,   1562,1564,   2027,6364,   
60,-546.1381,40,0,0,1693587,0,0,671.172,0,0,8602719,-11296.287673810892,-4534.274218632345,15830.561890700263,-211966.25571112122,-79739.28978750257,860547.8320560319,388.11838,211.27847,   5827,4760,   6362,1978,   655,6297,   3650,4815,   2949,4009,   206,644,   2983,5899,   5535,6354,   4427,4400,   5358,5773,   6534,3208,   6514,3057,   7194,6963,   7441,8056,   7494,7536,   5388,6104,   448,81,   4321,4344,   2944,6763,   1561,5187,   
61,-521.8379,40,0,0,3273660,0,0,775.75256,0,0,15383913,-11603.865274747797,-3652.5604275540227,15256.425703664376,-196880.5195117353,-52139.37130208326,869629.5544818371,377.2829,281.91974,   6289,835,   2781,2735,   3140,3907,   8035,8059,   7604,7732,   237,731,   8243,8229,   246,850,   7323,7410,   2777,2789,   706,4391,   80,306,   5890,5887,   4235,1824,   1765,6725,   4761,3429,   3573,4674,   1429,991,   5752,4052,   6937,6936,   
62,-618.1448,40,0,0,2904368,0,0,702.4564,0,0,15966992,-13828.683840247111,-4642.559435722082,18471.243271998646,-243906.66167685608,-58131.53210168128,998281.1089958689,394.57852,213.43243,   3567,3592,   5617,2271,   813,74,   7833,8202,   468,4409,   6767,4252,   5604,1811,   7156,7170,   5733,2870,   4826,280,   1434,1543,   2811,5367,   1121,1353,   1289,1073,   1315,3888,   8413,7622,   6219,771,   2357,2468,   1682,4027,   1084,1381,   
63,-1427.1835,40,0,0,10084416,0,0,672.40985,0,0,47946116,-29564.82041753585,-8373.879953480893,37938.70037410095,-527091.7710217129,-104663.75816220204,2282042.9772067005,369.32306,285.82028,   1604,2470,   1800,1838,   1548,2653,   7312,7780,   7209,7221,   3424,3402,   7842,8092,   89,894,   53,897,   489,821,   7672,8111,   4825,117,   7049,7076,   440,686,   1715,1623,   5742,5762,   8234,8246,   535,459,   3966,7395,   6175,5423,   
64,-688.71875,40,0,0,2133392,0,0,553.83936,0,0,7853519,-11400.10625621463,-3599.702110152963,14999.808368043829,-215172.16699141293,-47235.764553157285,758761.711807748,312.42386,209.17685,   5316,5305,   3538,4731,   4536,4535,   3684,3673,   1163,3093,   6225,637,   6415,6406,   6129,6127,   1706,1626,   4560,4565,   6097,4443,   6220,6272,   5134,2325,   5070,6738,   4262,2615,   2270,2266,   153,867,   8175,8168,   1981,2241,   4842,4477,   
65,-652.3265,40,0,0,4392879,0,0,636.05194,0,0,14763185,-14957.549674219848,-5420.668939851012,20378.21861689455,-253277.25733996418,-70656.10649526058,1341282.4263151959,388.2676,254.92279,   8428,8374,   3187,4202,   3089,3075,   849,512,   1767,1870,   1631,1670,   3512,6490,   5357,5295,   4003,5114,   2176,6756,   6909,6912,   5594,1834,   2285,2464,   3635,3279,   4724,3559,   2538,2357,   4450,284,   6316,6233,   8209,7464,   3242,3379,   
66,-846.75073,40,0,0,11891821,0,0,698.98596,0,0,38826304,-18898.072572492754,-5498.424194742184,24396.496778659628,-322584.2960123326,-73558.7177993652,1540600.0846599792,380.96722,217.50288,   3747,3737,   6614,6636,   3555,6418,   5339,3251,   548,801,   1879,1886,   3774,3784,   5031,4941,   1860,4257,   3310,4391,   6753,1927,   7482,7793,   1912,2233,   7094,7055,   1986,6085,   2582,2580,   2401,5125,   4628,4643,   5560,5539,   856,420,   
67,-1029.6145,40,0,0,4385156,0,0,577.0324,0,0,16725897,-20824.635667455575,-6588.417026766506,27413.05269908778,-367971.08939909644,-89843.96014303481,1741355.1378264627,357.38724,209.71678,   469,543,   8396,8218,   6802,6823,   417,6181,   4460,182,   5218,2058,   5751,5726,   4863,508,   2253,2438,   6334,5287,   502,498,   6735,3267,   3236,6510,   2372,2360,   273,4846,   7564,7684,   6355,2035,   5245,5229,   379,19,   3155,3167,   
68,-956.89746,40,0,0,4603222,0,0,581.0538,0,0,15160642,-18358.89412297965,-4618.500263237507,22977.39438466391,-305823.56967223855,-53573.499297637536,1291134.3242100002,319.5991,244.94148,   5457,5477,   6432,3539,   1495,1442,   6062,3028,   2567,2563,   3356,3302,   7884,7872,   2620,4256,   5049,4987,   4104,4168,   3827,3828,   7710,7695,   2498,1628,   3078,3119,   716,187,   3027,3029,   1937,2027,   658,180,   4886,941,   774,253,   
69,-933.4083,40,0,0,3391086,0,0,639.4927,0,0,15360386,-20108.158563331825,-5890.823984073159,25998.982539066325,-359925.8742669602,-73120.90508421064,1360504.8853162145,385.60388,244.80908,   874,812,   2211,6088,   4500,6120,   5065,1113,   6001,6082,   6790,1494,   4472,474,   321,177,   8272,7443,   6297,147,   6941,6931,   4158,3178,   6630,2006,   6965,6975,   2517,1662,   1136,3856,   5351,5329,   7425,7781,   1863,1255,   538,527,   
70,-841.2976,40,0,0,2049223,0,0,444.43756,0,0,7719972.5,-12824.056065301738,-3593.5552048732225,16417.61126672451,-230876.98275089668,-48278.46050110974,812506.9098420839,274.42963,254.50668,   4076,6771,   7999,7541,   3105,1160,   6076,6059,   1864,5593,   1555,1536,   77,6786,   3145,3141,   1775,1788,   858,437,   131,6228,   661,638,   6522,6552,   5774,2937,   4300,4297,   7954,7954,   854,328,   5149,5176,   934,366,   6438,6435,   
71,-351.42102,40,0,0,1293852,0,0,774.5358,0,0,4289483.5,-7443.894514886378,-2829.7205489450594,10273.615066666456,-138624.31793666427,-39561.35667109196,446232.1302213285,394.4679,277.6813,   3602,6740,   3833,3822,   8109,8206,   7032,7076,   7742,7758,   4553,1264,   7799,8138,   3705,3719,   7674,7706,   3407,3448,   2998,2247,   2782,5303,   8192,7798,   2639,2656,   3271,3693,   7877,8341,   3101,5914,   8090,7470,   3969,3977,   5099,964,   
72,-761.6909,40,0,0,8030290,0,0,624.0693,0,0,47832180,-16464.533609593585,-6748.235709019131,23212.769320910334,-287388.4982992723,-101727.9743604947,1208195.8718762875,377.3033,229.564,   1083,973,   2712,2769,   6309,6318,   252,562,   7191,6897,   7803,8199,   7692,7614,   3294,5010,   5536,5518,   3484,5530,   3438,436,   2095,2104,   7607,7720,   6094,6107,   6062,2995,   739,217,   6563,2088,   2342,2319,   1344,1389,   1563,1410,   
73,-478.39273,40,0,0,5693753,0,0,700.18774,0,0,12849345,-11208.041032357603,-3866.969929585421,15075.01096069395,-203280.52644115727,-46375.15802510874,849375.268371723,424.92395,315.37222,   1687,4087,   7297,7295,   5172,1417,   8290,7811,   8143,8143,   3148,4182,   2370,2496,   5440,3254,   6749,6671,   6515,3046,   1100,1321,   5945,5922,   8136,8200,   8017,8019,   670,92,   6636,1941,   2832,2833,   4482,4403,   2118,6562,   6465,6291,   
74,-496.83063,40,0,0,2388933,0,0,694.7134,0,0,12298006,-10620.902139783662,-3708.8108953354795,14329.713032727277,-190269.53380654377,-42916.132441519374,717728.0877151276,382.96658,279.2318,   5588,1893,   5090,5156,   309,142,   7885,8348,   5959,4220,   4276,1808,   7451,7449,   8333,8211,   1557,1534,   3129,6541,   2151,2123,   7854,8340,   1908,1849,   5177,5210,   2883,2900,   6421,6429,   1480,1147,   3715,3454,   7235,7281,   3424,4859,   
75,-1080.0215,40,0,0,5976851,0,0,727.14,0,0,21699524,-20620.019417362677,-5207.683855439611,25827.703283891573,-362804.91723248985,-70902.8288727197,1646184.7816435355,335.9238,234.46086,   6534,4192,   7204,7263,   4864,837,   990,1069,   2589,2611,   2814,2815,   4570,4569,   3722,485,   6587,6381,   4044,4049,   4423,4519,   4750,3714,   4253,2588,   354,929,   5417,5475,   7433,7442,   139,647,   1090,1039,   4793,234,   2573,2621,   
76,-419.05652,40,0,0,3507001,0,0,619.5879,0,0,9686860,-8783.640117052695,-3508.0416379408534,12291.68175390701,-162117.99457398203,-63358.783127608396,574958.3365085667,386.8643,202.78806,   2152,2096,   5730,5246,   6689,5058,   2914,3265,   5354,5329,   5379,5384,   4383,4484,   2547,4249,   4068,2929,   2614,5656,   4447,4424,   5155,5155,   7686,7552,   6851,7197,   6185,366,   5669,5672,   3514,6471,   3449,490,   2270,2255,   6637,2241,   
77,-335.38986,40,0,0,855636,0,0,1107.1498,0,0,3477052.2,-5895.412625093121,-2266.632560900446,8162.045186569074,-115905.52294946866,-37104.83613306367,419394.6636772382,345.58447,218.76286,   2312,2462,   1454,1519,   7859,8210,   5616,5127,   2046,2037,   6135,5482,   6809,6804,   1095,5134,   6322,6311,   5383,5434,   1015,1110,   4890,4917,   4455,6652,   6068,3891,   2808,1654,   4698,4594,   4112,4150,   5760,5755,   1161,1182,   6798,6796,   
78,-318.46313,40,0,0,1164469,0,0,496.4371,0,0,4226207,-5172.575574901263,-2257.3022482118777,7429.877822141377,-91372.04625289387,-29569.587358956727,300628.6166456874,286.91562,297.5108,   4068,5236,   6366,5497,   4254,1890,   7226,7205,   5842,3460,   3495,3616,   3168,3146,   3806,6861,   1259,4560,   7708,8423,   218,6645,   7944,7930,   6294,330,   6802,6795,   5611,1818,   6810,6809,   1146,1545,   1370,1343,   5007,3327,   7581,7550,   
79,-490.1008,40,0,0,2403459,0,0,538.1946,0,0,8487490,-8656.610900313548,-3674.0366132332583,12330.647516032925,-152508.8673197529,-78138.51347104186,621710.0551272447,311.1786,242.33835,   988,1427,   39,4788,   6106,3742,   784,394,   2420,2523,   5473,5400,   2154,6336,   1181,3090,   5026,5020,   5769,2952,   4823,4768,   3403,3440,   5538,5564,   1615,2526,   8262,8270,   2803,5373,   7344,8216,   7091,7067,   8131,7481,   3210,4187,   
80,-798.5267,40,0,0,1781315,0,0,521.7881,0,0,5996608.5,-14326.217955053762,-4366.631492269648,18692.84944565034,-245229.85697301885,-54859.7775524656,865411.3986218225,307.1029,229.85094,   1398,1318,   6597,6628,   5760,5693,   2741,2747,   2802,2799,   8327,8358,   3929,3933,   4878,392,   2086,2215,   1792,5591,   321,204,   3088,3084,   3582,4656,   4199,4192,   63,898,   4638,4616,   2275,2300,   673,130,   48,585,   5720,2929,   
81,-1004.44727,40,0,0,2251314,0,0,757.8781,0,0,11169756,-21275.395242736082,-6226.52307928681,27501.918315609553,-380943.2485686157,-89240.28407701323,1546315.7215636557,379.2566,297.61826,   4294,5002,   4818,419,   7434,7450,   4503,4445,   1564,1528,   1077,1088,   7256,7256,   4035,6661,   798,411,   4078,1044,   7938,7953,   2364,2383,   834,529,   5681,2504,   4836,4747,   2731,2794,   8147,8148,   3211,3197,   5217,2038,   4532,1260,   
82,-704.08215,40,0,0,2223762,0,0,543.71466,0,0,6854452,-12722.507934510611,-3475.738754872601,16198.246686377463,-212743.76744553825,-41572.82128403757,720787.4939850444,302.1576,219.43033,   973,1093,   2582,2588,   5376,5317,   5593,5582,   5811,3675,   136,794,   98,795,   2334,2336,   5259,1215,   1955,2103,   6036,3016,   5433,5436,   1580,1498,   2989,6044,   928,401,   3017,3005,   6969,6966,   7746,7736,   4447,4502,   7843,8331,   
83,-592.7028,40,0,0,3400075,0,0,733.89325,0,0,15519189,-13950.601311430484,-3960.750376844922,17911.35169083916,-257896.37752860837,-54758.00665085987,1023442.9933873543,435.1192,198.59665,   6756,6562,   5142,5067,   3807,3819,   6246,597,   6057,5996,   4311,4334,   6780,124,   2700,5201,   5368,5305,   2607,2581,   7385,7391,   5643,2412,   6292,6452,   6884,5900,   6126,6125,   1252,4262,   626,405,   5200,5178,   5278,2883,   2249,2159,   
84,-381.8807,40,0,0,3171913,0,0,769.6339,0,0,6361961,-8934.203298317092,-3567.451570780799,12501.654867197318,-150798.09769554943,-51945.20598041996,663523.4644952548,394.88272,264.41556,   5356,2915,   1242,1243,   7026,7163,   2155,2242,   1076,967,   204,6250,   4005,5110,   8381,7352,   1902,1821,   6105,5443,   7301,7286,   5020,4905,   4694,6207,   4557,3109,   4246,1875,   2145,2140,   2711,2788,   5287,6080,   5486,5275,   4319,4282,   
85,-503.58823,40,0,0,2483808,0,0,703.1536,0,0,9855206,-10655.808644307026,-3465.8139030909433,14121.62254970709,-201001.92684914163,-44975.78025457852,768432.9270701252,399.13943,178.53304,   5917,1168,   3680,3725,   4993,4900,   3077,3070,   3114,3110,   5023,4932,   3800,3845,   5400,5446,   3693,44,   7159,7016,   1712,4025,   1711,1759,   6612,6554,   5210,5151,   347,170,   2977,6062,   6349,5493,   6689,4400,   6246,6433,   4302,4301,   
86,-779.8698,40,0,0,2601279,0,0,487.2576,0,0,9140916,-13229.711585931005,-3819.939363162897,17049.650956654707,-233730.9771318657,-48354.15031752206,839226.4202475749,299.70514,287.3791,   2587,2557,   606,4927,   7622,8405,   96,705,   1376,1021,   3413,3726,   3501,3501,   6746,6539,   7650,8351,   7627,7495,   4992,4991,   3079,3036,   2196,2203,   5132,5072,   8262,8271,   6056,3829,   4516,4519,   7209,7205,   6265,479,   6115,6156,   
87,-502.61307,40,0,0,1439328,0,0,827.91113,0,0,6979751,-8205.917130900289,-2815.2641760631163,11021.181309504631,-155090.7926629388,-33585.32798901395,638190.6545070348,308.56897,226.53542,   4646,3376,   4286,4340,   6296,5057,   4611,4604,   7771,7777,   7161,7180,   25,602,   6371,6369,   6487,6475,   5312,5306,   2403,2418,   4806,3636,   3800,3896,   586,6244,   4184,3909,   1217,5277,   698,14,   4040,4011,   1562,1529,   3978,3975,   
88,-516.6164,40,0,0,1393382,0,0,680.27435,0,0,5833288,-10612.81721946365,-3098.468076921626,13711.285299377652,-191507.7143530121,-37553.77435762575,776406.081014905,370.69617,212.92924,   735,204,   6818,6800,   298,895,   4451,35,   6296,381,   2530,2515,   5762,5690,   5108,4003,   4207,4206,   3561,4719,   5723,5692,   7642,7594,   6425,4599,   7170,7199,   11,228,   3611,3628,   3223,3195,   1540,985,   3995,3999,   2052,5262,   
89,-573.68365,40,0,0,2516857,0,0,626.4624,0,0,12083257,-12172.516152370072,-3983.6709039638968,16156.187056896964,-220845.3303717063,-55497.65402430456,925886.9628373922,384.9601,268.9412,   2920,1215,   1409,1399,   3635,3493,   7685,7710,   3443,428,   207,6296,   591,696,   7035,7066,   2534,2413,   2629,4268,   7890,8078,   453,638,   6860,1128,   4275,4226,   2299,2409,   6707,1218,   8318,8283,   4440,4501,   3932,3933,   6407,6410,   
90,-341.79803,40,0,0,1966531,0,0,548.43475,0,0,7588814,-6082.918518898918,-2944.3526034519277,9027.271119649276,-117346.79754882405,-68492.95158444744,430846.210722948,343.32202,266.72232,   2901,2915,   4902,5025,   1749,1722,   1742,4047,   2390,2442,   6563,6592,   1557,1547,   6158,6153,   8104,8131,   3723,3434,   6314,6205,   2995,6045,   3500,3273,   8181,8181,   613,192,   8334,8131,   7240,7263,   3683,5797,   8075,7815,   2591,2577,   
91,-760.71625,40,0,0,4432894,0,0,663.1531,0,0,13832907,-15896.278227467563,-5158.071452203946,21054.349682309432,-283156.1613906891,-62508.23377700653,1195553.8321232686,372.22308,256.0117,   6888,6889,   2381,2357,   6318,6305,   6898,7069,   227,851,   5932,5968,   1771,1834,   6392,6491,   7315,7416,   3173,3183,   4237,4256,   5991,1947,   6247,218,   8415,7846,   220,16,   7174,7137,   2913,2884,   4986,67,   530,3722,   1115,1329,   
92,-422.97287,40,0,0,1711661,0,0,677.45746,0,0,7620557,-9220.332265929415,-2931.473400756878,12151.805668134653,-158526.37360621153,-32640.052399842,594946.6134496785,374.7909,336.60574,   1723,1710,   2415,2362,   3936,3918,   3704,677,   401,511,   7135,6703,   7476,7523,   7075,7179,   114,209,   6777,5279,   7943,7938,   4192,3187,   7323,7305,   3950,3915,   6417,6427,   7893,7478,   4789,4817,   8275,7434,   5121,5106,   5456,5446,   
93,-608.7769,40,0,0,2361142,0,0,719.4348,0,0,7563957.5,-12151.901036147434,-3692.4098175193467,15844.310853728517,-200072.48613796398,-48357.74053064467,677122.8887457193,328.64664,273.44034,   5819,5822,   2798,2796,   1443,1512,   6849,1473,   2206,2223,   93,4855,   65,647,   4505,6115,   8010,7299,   4100,4104,   5956,5930,   6290,513,   4238,4232,   5817,5870,   1189,3944,   2666,1572,   4404,3301,   7847,7903,   901,6197,   7076,7063,   
94,-731.32715,40,0,0,3002361,0,0,755.40356,0,0,16153017,-16160.989199585802,-4660.074580756986,20821.06378195346,-282359.67013321153,-60116.75461828875,1196341.9010579425,386.09213,232.59097,   1628,1676,   7155,3098,   6089,1918,   407,63,   3090,3053,   895,376,   7339,7839,   7256,7256,   6288,503,   723,410,   7621,7998,   695,559,   2967,2968,   3137,5911,   4908,3349,   5559,3474,   3690,3274,   2265,2364,   4058,5694,   4999,4932,   
95,-407.16562,40,0,0,5930336,0,0,580.61176,0,0,21929390,-9460.625725410953,-4093.10728090532,13553.733006814562,-151523.4972597574,-56375.28530720262,590308.0793976983,372.14218,271.0416,   6255,3442,   5225,6006,   5710,6701,   6644,362,   3179,4143,   5947,1236,   6944,6957,   3134,3063,   1370,1102,   6251,677,   5649,2405,   3996,3996,   4691,3195,   7535,7709,   7733,7605,   7418,7311,   3580,4641,   5396,5408,   1744,1649,   6762,4019,   
96,-605.71765,40,0,0,2811609,0,0,674.0788,0,0,9963163,-13867.804055230428,-4273.266969829431,18141.071024337372,-235555.88099364706,-50188.84077167449,824400.7243337416,388.88727,254.6515,   4774,30,   3321,9,   3194,4193,   1835,5612,   5612,1798,   7080,7175,   2520,1660,   7691,7579,   6673,5240,   1351,1095,   3119,3091,   777,144,   3543,6679,   5823,5802,   6899,7033,   1350,976,   4792,533,   6768,5272,   7457,7899,   7627,8432,   
97,-522.32733,40,0,0,1887640,0,0,610.97455,0,0,6520616,-10816.805075618067,-3558.890387076478,14375.695469991924,-187607.5753280985,-48889.497068773664,765487.6566293127,359.17627,249.91278,   7152,7176,   6915,6909,   846,877,   1525,1452,   7034,7007,   922,4920,   6637,2023,   2313,2357,   5188,1514,   2714,2783,   7626,7492,   1366,1407,   6255,520,   4582,4589,   3559,3561,   4892,4996,   3648,3633,   6441,829,   2604,2600,   7403,8171,   
98,-1150.138,40,0,0,6625924,0,0,516.8643,0,0,20009026,-19066.60367721287,-5201.211753479486,24267.81541692716,-306664.99840953667,-59991.542210286905,1204640.777504556,266.63324,210.12401,   3640,3630,   3073,3116,   8373,7655,   1847,1840,   847,414,   164,557,   1179,1177,   698,940,   6337,1933,   2307,2496,   1896,1901,   6564,2237,   5026,4935,   3692,529,   3598,3549,   1086,1041,   4540,4540,   2823,1667,   5525,5512,   6282,3447,   
99,-1030.6798,40,0,0,6271015,0,0,684.1954,0,0,34421248,-21894.2641479104,-6068.292373402032,27962.556510581875,-377212.03265657375,-75981.09463761924,1841486.1735806544,365.9837,226.42017,   623,185,   3683,3491,   1157,1172,   4713,3590,   2531,2534,   3606,3553,   1108,983,   5883,6030,   5795,5820,   391,665,   7188,7160,   8025,8009,   1992,6333,   7844,8201,   6776,5727,   1463,1442,   2849,5637,   6188,115,   1747,4032,   4555,4551,   
