idx,score,depth,netChgRoad,netChgBus,netChgRail,netSavedMinsRoad,netSavedMinsBus,netSavedMinsRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19
77,-956.0937,20,0,0,943355,0,0,403.78467,0,0,4232250,-9921.710196737367,-2770.8124976105833,12692.522698063092,-180893.1394111428,-40946.57709632445,680350.3807237606,189.20023,175.7977,   436,389,   3391,3394,   3955,3934,   6674,6352,   6100,4510,   2519,1627,   279,715,   873,634,   5811,3665,   2248,6627,   
78,-232.60243,20,0,0,233994,0,0,311.05444,0,0,789178.4,-2014.462459016622,-690.5097890585533,2704.9722483024752,-37722.32269195476,-8254.14689751242,91420.55117469809,162.17511,245.21475,   1035,1348,   5681,2399,   2305,2497,   3279,4767,   3307,4407,   4615,4602,   7631,7631,   1247,1236,   2228,2088,   6481,6460,   
79,-584.21295,20,0,0,1749636,0,0,395.493,0,0,4995587,-5723.348168034488,-2359.6777603398486,8083.0259316282,-97405.39153935539,-30508.799291324325,374125.0871730184,166.72926,314.2659,   7905,7849,   1776,1789,   2336,2501,   3352,4359,   4496,4508,   7013,7183,   8423,7681,   5007,4405,   4952,659,   7718,7717,   
80,-605.3797,20,0,0,860584,0,0,317.69247,0,0,3156197.5,-6622.045326806357,-1975.2712972482475,8597.316622811179,-112742.75895308805,-23579.392651203856,387163.9526997218,186.23479,231.34842,   755,277,   4262,1786,   7288,7302,   1584,1413,   3831,6074,   2403,2430,   2199,2150,   36,935,   3255,3761,   6560,2108,   
81,-677.8307,20,0,0,845009,0,0,334.11035,0,0,4632596,-6468.65554955894,-2402.574529830754,8871.230072568645,-119575.34554939199,-28956.362019990116,473247.63003705867,176.40887,160.5755,   3461,5841,   297,6781,   6599,6588,   3512,4315,   2692,5168,   4417,4491,   3744,3734,   5788,6365,   6834,1132,   2249,2113,   
82,-1171.391,20,0,0,2153125,0,0,278.53308,0,0,7335860,-12030.917965208913,-2984.428511044379,15015.346473355241,-210352.6713067289,-37723.72969608178,717034.9148035411,179.57512,146.42159,   5795,5790,   1036,1342,   949,579,   5738,5228,   4395,4418,   584,61,   4806,4751,   2116,2024,   1583,1540,   2759,2729,   
83,-492.28766,20,0,0,995917,0,0,262.5261,0,0,5342955,-4398.445703663404,-1682.3496838279314,6080.79538637836,-77796.57186820298,-22864.053737582108,333649.1535288626,158.03072,318.042,   3943,3945,   6758,6042,   3958,3913,   7476,7673,   6787,319,   8412,7648,   2330,2322,   6002,2190,   5810,5820,   7441,7787,   
84,-1806.939,20,0,0,2018932,0,0,183.32245,0,0,6467571,-10674.463808846578,-2975.5556719721912,13650.019466082933,-167885.6104554518,-33601.11200547588,648411.1701594807,92.91161,315.92056,   7811,8346,   7239,7239,   5259,2907,   2928,5776,   7223,7230,   4441,4440,   6529,3559,   7810,8332,   4014,4010,   598,850,   
85,-826.3817,20,0,0,1200554,0,0,331.84528,0,0,5265203,-9085.356032798938,-3016.808841865613,12102.164870852539,-154798.99952618298,-45964.436823068325,690492.7678777287,187.32143,285.41806,   5188,1555,   5932,5920,   6657,918,   6477,3527,   6789,1417,   4970,4990,   5301,2783,   2799,2789,   8016,8015,   1164,7139,   
86,-944.6068,20,0,0,1271714,0,0,299.69208,0,0,6809277.5,-9866.072890020652,-2533.3826284289257,12399.455511845821,-166980.2882427396,-27879.241012278788,635247.3155494853,176.77226,172.0158,   176,6265,   2508,2350,   6442,6392,   4309,3531,   3869,3843,   5545,5494,   3578,3557,   5617,2293,   1732,1756,   6274,6180,   
87,-611.18085,20,0,0,2267092,0,0,535.25885,0,0,10724600,-6904.827638944004,-3028.6086017016764,9933.436238228733,-114616.05867170263,-53290.9049030096,584540.1703243501,187.53215,251.5706,   6003,2861,   1034,1424,   6909,6917,   5661,5674,   5711,1701,   7830,7795,   1884,1777,   6103,6102,   1934,2052,   3941,3142,   
88,-360.6309,20,0,0,976649,0,0,321.738,0,0,3138837.2,-3707.6463956595226,-1287.8774196143302,4995.523817593197,-63500.611245190536,-15926.75564281447,227288.3344024355,176.082,188.09782,   2308,2397,   6130,6158,   3881,1398,   2263,2381,   3207,4689,   2982,2989,   4424,3310,   2345,2510,   7054,7090,   4870,4867,   
89,-777.2079,20,0,0,841653,0,0,277.1979,0,0,4014424.2,-6646.033811167378,-1866.8395259949818,8512.873336285067,-130379.45563589661,-25206.047357717638,416198.47767503577,167.75365,205.02592,   224,915,   4979,149,   7633,7633,   877,383,   3493,3271,   1434,5102,   1351,1382,   4768,254,   3670,3481,   2350,2405,   
90,-1743.906,20,0,0,2784926,0,0,280.07794,0,0,8573534,-17765.68974303396,-4026.276740724465,21791.96649017972,-307670.9581352921,-48629.39144450828,1163622.7615875502,176.42635,214.19461,   4772,4389,   2932,5735,   112,718,   5762,5779,   6775,4472,   6917,6919,   6154,6123,   547,570,   7678,8108,   564,12,   
91,-1003.329,20,0,0,1688777,0,0,366.10687,0,0,5986900,-12296.6451608749,-3154.36654999011,15451.011712513771,-226339.96043043825,-35111.221524475724,963490.1136071271,225.58897,160.35971,   1331,3877,   647,405,   6431,4639,   1372,2397,   6190,126,   3576,4663,   2361,1069,   3070,5924,   3672,4820,   661,331,   
92,-756.7879,20,0,0,535445,0,0,300.62146,0,0,1930707.6,-7799.1646128898365,-1897.815423483726,9696.980037405268,-139912.43555466612,-19053.864071684617,532658.1161548996,184.87668,223.57426,   6467,3528,   4554,4556,   1599,1571,   1424,1515,   4954,69,   2538,2480,   707,289,   3368,4649,   872,6646,   8286,8306,   
93,-706.28754,20,0,0,972923,0,0,291.71518,0,0,3470240,-8209.707892015806,-2604.5120243500282,10814.219915671343,-147047.20368796823,-33782.20715251184,588540.9065739127,208.19736,153.23036,   3734,4517,   1607,2472,   3715,504,   3296,4427,   1464,1443,   466,79,   4694,6259,   2055,6667,   3250,3761,   1526,1466,   
94,-692.23126,20,0,0,1031400,0,0,296.0818,0,0,7463261,-6335.573148094798,-1594.8487428666367,7930.421892292392,-112796.29738883025,-17462.713088270848,377628.1393899018,162.94597,308.15134,   2414,2429,   2404,2494,   6462,6234,   5074,954,   5237,5281,   6267,669,   7282,7286,   7228,7275,   8344,8302,   921,61,   
95,-1430.6866,20,0,0,2452514,0,0,271.25073,0,0,10696627,-14827.675833438554,-4288.25768192161,19115.933517843347,-266911.0311691603,-52907.21130522961,1073409.804002816,186.5615,209.68251,   915,528,   3789,3759,   162,275,   2056,2008,   207,511,   2152,2185,   6715,4327,   2295,5063,   4435,4500,   8184,8213,   
96,-841.691,20,0,0,2824997,0,0,350.91333,0,0,8637546,-9111.33996270795,-2869.905745501558,11981.245709964996,-149374.5196472353,-35802.284345058935,537760.4437871776,177.46954,264.43665,   4496,4507,   747,534,   4012,4081,   1698,1606,   7681,7594,   8343,8104,   3524,3515,   1302,2662,   765,6236,   5398,5451,   
97,-330.21655,20,0,0,736202,0,0,284.65,0,0,2112878.2,-3673.243143095775,-1403.946363542329,5077.189506206595,-62240.247254233866,-16205.653415840095,223589.67512293946,188.48312,309.39154,   3205,3210,   8328,7797,   3950,3917,   5586,1786,   2093,6632,   3628,3643,   7031,7007,   4404,4452,   3128,7128,   7534,7607,   
98,-428.58142,20,0,0,496130,0,0,538.37805,0,0,2134107,-5109.109971212687,-1345.3723092640828,6454.482278613126,-99149.86257482035,-17524.187419155143,302594.97978467244,231.34428,238.5598,   293,239,   3424,3720,   3645,3776,   1338,1385,   4765,493,   6849,2639,   7519,7900,   3683,3667,   3305,4958,   8282,8092,   
99,-806.801,20,0,0,902557,0,0,271.4604,0,0,3649567.8,-7468.375268973064,-1882.0922265471079,9350.467501367759,-138135.25916499383,-21046.175578257953,555959.0617958715,171.21355,336.59384,   7885,7479,   6649,6273,   7235,7239,   6311,4703,   5093,5085,   3845,3011,   195,237,   4175,4129,   7416,7404,   6475,6462,   
