score,deltaLkRoad,deltaDjRoad,deltaTotalJobsCreated,LBar,gameState0,gameState1,gameState2
-993.84247,8084.8853,392.3545,1000,23.436386,8360,-8361,8368
-993.8395,20403.816,1249.4927,3000,19.706028,3584,3585,4602
-993.834,9161.856,563.43024,1433,18.507887,8114,8115,-8384
-993.8326,7213.506,605.7845,1473,14.1731415,2122,2123,-2166
-993.8204,11124.07,598.3292,1390,23.115925,-1045,1046,2647
-993.8165,23277.865,1421.6681,3000,22.398182,777,778,4453
-993.81384,17612.713,1091.9746,3000,16.939808,8036,8037,8196
-993.81195,15490.963,689.5068,1482,30.15084,7354,7355,-7824
-993.809,7529.4233,362.93137,1000,21.708246,-7554,7696,7723
-993.8057,8891.025,510.5508,1000,25.620314,8326,-8341,8397
-993.79724,8466.784,427.26474,1000,24.364515,8377,-8378,8406
-993.7917,6608.3306,500.50513,1220,15.573367,-8125,8126,8186
-993.78955,10066.0625,729.1788,1874,15.438067,7531,-7532,7685
-993.7873,22063.166,1379.9949,3000,21.129581,7714,7715,7990
-993.78546,8109.082,384.65747,1000,23.290863,7455,-7889,7908
-993.77966,21547.348,1199.1515,3000,20.610184,7663,7664,7738
-993.76404,22690.34,1322.8607,3000,21.649158,1005,1006,3872
-993.76184,8199.153,635.1518,1589,14.764347,7896,-7897,8116
-993.7562,22202.826,1424.0703,3000,21.157537,8313,8314,8330
-993.7378,5323.3623,158.86484,527,28.792171,-7823,-7837,7987
-993.7239,3983.1462,404.21106,1056,10.727412,7817,-7818,8357
-993.7155,10957.195,690.78986,1641,18.964731,7669,-7862,8348
-993.6972,7176.17,734.78485,1760,11.547098,7822,7824,-8088
-993.68176,25251.316,1341.5505,3000,23.778826,6182,6183,6442
-993.68,12481.629,597.2065,1548,22.772348,7648,7649,-7857
-993.67444,6629.9507,149.07683,247,75.74199,-7416,8178,-8348
-993.67426,11335.491,387.16046,1084,29.507004,8378,8379,-8399
-993.6711,13761.771,614.3509,1428,27.179443,273,-335,4835
-993.66034,11315.254,662.45306,1751,18.194304,8133,8134,-8393
-993.65125,12819.678,418.10968,1000,36.042385,-8118,8376,8431
-993.6485,6312.179,493.93274,1124,15.782,8075,8076,-8402
-993.6481,6220.053,438.79163,1000,17.47885,8199,-8200,8345
-993.64484,3302.9053,112.36,507,18.297337,-8295,8296,-8352
-993.64343,9344.013,543.1948,1408,18.635048,-7648,7649,7704
-993.64105,14384.469,1252.1769,3000,13.458934,7835,7838,8329
-993.6351,12879.568,677.6541,1374,26.287186,-389,390,3446
-993.6343,19644.746,1338.1511,3000,18.361223,7510,7511,8036
-993.62445,6916.279,714.7702,1757,11.020644,7815,7816,-8083
-993.6218,10394.458,469.3349,1000,29.089008,3427,3428,-4746
-993.61255,23795.123,1535.2891,3000,22.164724,7036,7037,7189
-993.59607,18790.203,1310.4429,3000,17.457731,7853,7854,8300
-993.57886,11189.783,325.36908,1000,31.105291,4963,4964,-6785
-993.5747,7386.9897,562.5852,1417,14.481994,8064,-8065,8202
-993.5683,5859.636,346.9646,1000,16.261898,-8077,8078,8140
-993.5578,9249.525,551.2102,1327,19.312506,-1652,1653,6726
-993.5555,15661.659,1214.5155,3000,14.459368,7801,7802,8392
-993.5533,17843.908,1312.5831,3000,16.468468,7518,7519,8301
-993.5512,21473.81,1409.1566,3000,19.812246,289,290,505
-993.5391,14463.164,678.9559,1000,39.957134,3316,3317,-4433
-993.5286,11428.471,387.2561,1215,25.944057,8257,8258,-8274
-993.5217,12782.516,374.4665,1000,35.219223,-8341,8342,8382
-993.51855,7338.874,433.05127,1000,20.210732,-8193,8194,8322
-993.51636,9492.213,518.7494,1505,17.363443,-8117,8118,8403
-993.516,15141.609,1269.1129,3000,13.894131,7830,7831,8206
-993.50684,2145.0374,218.98651,441,13.371036,-8352,8353,-8388
-993.4945,11080.742,456.11655,1560,19.488865,8258,8259,-8266
-993.48035,23776.71,1345.5122,3000,21.698462,7441,7442,7839
-993.478,12120.703,436.40857,1000,33.1721,-8362,8363,8422
-993.47754,12828.163,1133.9316,3000,11.70184,7619,7620,7998
-993.4775,9116.456,371.03677,1000,24.948017,2091,5871,-6666
-993.4702,16028.459,1290.9637,3000,14.604771,8343,8344,8384
-993.463,14704.379,806.0667,1713,23.438944,8127,-8128,8401
-993.44965,6668.737,214.14445,208,87.3652,-8206,-8225,8287
-993.4487,19932.918,741.8674,1734,31.319838,-8138,8139,8160
-993.4219,11156.681,552.6488,1364,22.194374,-8107,8290,8354
-993.4209,8312.4,768.6144,1774,12.7125025,8353,8354,-8391
-993.41797,14168.619,690.40344,1477,26.014294,7442,-7819,8218
-993.4179,2796.8875,188.97258,448,16.929955,-7521,-7522,8116
-993.41113,8319.026,470.96368,1000,22.53642,-2022,2023,5990
-993.4072,26469.621,1312.0422,3000,23.888153,8366,8367,8393
-993.407,11228.654,566.1493,1529,19.882004,8150,-8151,8434
-993.4051,2316.493,108.586075,87,72.06565,-7409,7484,-8384
-993.39996,18376.498,688.8088,1432,34.705544,7360,7361,-8344
-993.3993,5116.2036,533.47845,1244,11.121446,8359,8360,-8387
-993.38007,6275.0444,536.8961,1267,13.353961,1300,1301,-1346
-993.3737,18733.314,1173.8158,3000,16.820782,8197,8198,8401
-993.3727,7573.847,350.2561,1000,20.398787,1217,1218,-6328
-993.3642,29549.525,1051.5186,1891,42.032776,8321,-8322,8383
-993.3633,14675.419,1268.7817,3000,13.156505,7463,7850,8345
-993.35583,4725.5474,394.0928,1000,12.695079,1916,1917,-6043
-993.3552,14938.279,1155.4951,3000,13.375892,7491,7492,7548
-993.3513,10289.633,350.08707,1000,27.624191,-8331,8346,8376
-993.34827,13178.726,716.6474,1845,19.167599,8139,8140,-8317
-993.33484,16760.336,1064.6938,3000,14.961545,7715,7716,7747
-993.3336,10819.182,668.3284,1843,15.718167,8094,8095,-8336
-993.32324,9381.1045,602.9939,1486,16.876955,-7911,7912,8135
-993.2967,8341.517,363.4397,1000,22.211557,-8111,8112,8377
-993.2934,22253.727,1238.3214,3000,19.742569,7665,7666,8114
-993.2846,38895.88,1748.1038,3000,34.461693,8287,8288,8370
-993.28455,3898.957,287.53632,1000,10.363297,-8407,8408,8409
-993.27435,9669.145,769.4274,1729,14.841636,8191,-8192,8308
-993.263,7247.708,460.00574,1305,14.714548,7583,-7584,7686
-993.2513,15871.567,1293.0092,3000,13.992688,7485,7889,8356
-993.2467,15046.032,1290.6508,3000,13.255919,7848,7849,8318
-993.245,10127.107,473.8412,1000,26.759945,-738,739,4855
-993.2378,6642.9375,408.89474,1000,17.534542,-7554,7555,7705
-993.2351,9198.29,415.21057,1385,17.523468,-8034,8035,8067
-993.2301,19110.326,857.4424,3000,16.795303,4372,4373,4447
-993.22876,9865.759,720.35016,1538,16.90942,-204,205,750
-993.22577,16819.842,1101.6119,3000,14.772894,7697,7698,7754
-993.22034,4424.201,304.644,705,16.521952,-7906,-7907,8329
-993.205,10193.183,378.55884,1000,26.775911,-3484,3485,3690
-993.18884,20046.81,1173.5046,3000,17.511713,8083,8084,8425
-993.16077,3041.487,263.41855,417,19.035551,-8322,8332,-8389
-993.16,7569.5825,544.0807,1276,15.480548,-7893,8102,8354
-993.1481,8878.672,468.59964,1000,23.129124,-8207,8208,8318
-993.1343,9537.355,764.9695,1535,16.153107,8320,8321,-8388
-993.13367,9747.012,456.00262,1000,25.337864,-7560,8000,8422
-993.13086,14247.631,1066.0503,3000,12.340761,7566,7567,8420
-993.1306,14238.712,530.38446,1000,36.99784,8106,-8115,8149
-993.12506,10283.569,410.02725,1066,25.046293,-4922,4923,5015
-993.11884,14213.446,631.0799,1000,36.869076,7686,-7687,8288
-993.09625,7621.717,384.7362,766,25.725374,-8310,-8311,8428
-993.08606,17013.23,1374.7449,3000,14.640819,8200,8312,8356
-993.08093,5223.1416,113.61684,252,53.469963,7499,-7603,-8119
-993.07587,5681.1455,86.11456,279,52.49173,-7909,-8110,8156
-993.06976,20862.441,1456.3326,3000,17.911072,40,41,330
-993.06854,28897.48,1362.6005,3000,24.805052,8293,8294,8402
-993.05566,2289.2583,160.34267,281,20.94028,-8121,8122,-8202
-993.05444,3622.5728,96.38273,314,29.648764,-8349,-8350,8413
-993.05206,13524.693,800.3033,1640,21.186155,-7446,7447,7885
-993.04395,27834.43,1398.8151,3000,23.807972,7436,7437,8323
-993.03876,12614.661,786.69885,1744,18.54667,8102,-8313,8428
-993.03357,25025.734,1243.208,3000,21.37378,8369,8373,8424
-992.99054,13768.063,440.1522,1000,35.0602,7433,7434,-7838
-992.9864,10057.237,592.6811,1554,16.470654,-7416,7417,8179
-992.9806,10360.558,697.155,1651,15.9572525,-8141,8142,8387
-992.97656,8101.966,751.26654,1848,11.142022,7891,7892,-8187
-992.9758,10384.41,687.8098,1810,14.5792055,-7974,7976,8189
-992.96875,22043.344,679.25006,1154,48.49131,7550,-7820,8240
-992.9649,9314.883,442.2899,1000,23.63376,7656,7657,-7735
-992.96295,20649.283,1445.0654,3000,17.458858,297,298,516
-992.9575,5425.6455,435.19324,1000,13.751452,-7464,7465,8095
-992.94495,833.92267,11.064584,107,19.718151,-8119,8120,-8195
-992.94324,1296.9325,51.381096,287,11.430263,8404,-8405,-8430
-992.92847,11089.212,753.9109,1870,14.968217,8207,8208,-8358
-992.9247,9521.263,436.53723,1000,24.01995,-7844,7845,8415
-992.91455,8898.966,347.7167,1000,22.418045,8313,8320,-8325
-992.9048,23113.756,1197.1752,3000,19.382408,8208,8209,8367
-992.897,8202.303,642.6965,1632,12.629834,-7887,7888,8108
-992.8925,18445.754,663.7152,1000,46.323814,7891,-8142,8240
-992.887,7402.3955,611.8813,1574,11.801544,-7476,7477,7856
-992.8858,6692.758,473.35672,1000,16.792002,-7797,7873,8298
-992.8823,12636.117,651.2281,1610,19.682232,7657,7658,-7684
-992.8651,6431.8823,449.53073,1079,14.912592,8296,-8297,8312
-992.8601,6258.319,403.3809,1079,14.500088,8121,8122,-8297
-992.8571,15714.449,1212.9998,3000,13.089712,7870,7871,8141
-992.8558,9359.262,729.65906,1663,14.061077,8118,8119,-8415
-992.8509,10287.489,427.66623,1000,25.68514,2673,2674,-2703
-992.8495,9895.567,772.56525,1693,14.590569,-8348,8349,8393
-992.8391,7339.839,651.5307,1725,10.606111,7907,7908,-8190
-992.83246,5862.895,350.5021,1000,14.6004925,7659,7660,-8410
-992.82983,22482.16,599.12006,1000,55.9674,8232,-8233,8281
-992.8278,14589.323,1251.9056,3000,12.102807,8348,8349,8386
-992.8273,6976.1616,698.44037,1698,10.223978,7797,7798,-8206
-992.8194,10214.513,628.3076,1647,15.416506,-7913,7914,8184
-992.80884,9234.083,765.4613,1954,11.729952,8189,8190,-8335
-992.79517,20523.18,681.14624,1296,39.231895,-8229,8230,8240
-992.76434,5737.6074,439.1617,1000,14.153972,-8129,8130,8328
-992.762,23242.244,1150.2727,3000,19.105776,8372,8373,8422
-992.7612,16990.91,1378.5856,3000,13.965465,8330,8331,8386
-992.7609,12492.306,851.206,1057,29.141413,8284,-8285,8335
-992.7608,21646.666,1433.4125,3000,17.791069,806,807,6249
-992.7553,7091.492,453.057,1071,16.313719,8036,-8047,8266
-992.74927,15809.25,579.837,1000,38.91818,-8098,8099,8241
-992.7443,5748.921,500.79034,1000,14.142686,-8199,8200,8317
-992.73944,20709.238,1358.0411,3000,16.970572,154,155,331
-992.73474,21157.361,1313.0918,3000,17.326544,7813,8084,8297
-992.73016,10841.416,593.46893,1613,16.502537,7675,7676,-8089
-992.72504,8839.067,670.40204,1314,16.504522,-8324,8325,8393
-992.71436,9636.869,485.53876,1000,23.609905,-8331,8332,8405
-992.7057,9142.246,745.8993,1948,11.484255,8190,8191,-8310
-992.6982,13306.862,716.04663,1554,20.932434,7415,-7416,8155
-992.69684,9681.757,448.67703,1000,23.662954,4766,-4848,6267
-992.68005,3259.8843,245.32402,688,11.553931,-8080,8082,-8317
-992.6792,18620.307,1272.6249,3000,15.133231,1944,1945,6555
-992.6603,15909.986,669.2788,1535,25.206036,8365,8366,-8388
-992.6303,25605.377,1423.7037,3000,20.672127,1603,1604,2298
-992.6109,8072.7812,501.64874,1105,17.647942,-72,73,224
-992.60767,10335.591,686.361,1572,15.875414,-8120,8121,8331
-992.5788,8032.9434,442.48248,1000,19.320826,16,17,-255
-992.5659,10122.705,862.6544,1893,12.839403,7871,-7906,8326
-992.5623,8274.008,286.97156,1000,19.856483,8115,-8116,8293
-992.5574,14465.212,771.8953,1893,18.32618,8132,-8133,8424
-992.5559,11505.311,647.7936,1000,27.587484,-2255,2256,5157
-992.5427,4807.458,402.1231,1000,11.506958,-8200,8201,8348
-992.53534,37389.082,1336.8248,3000,29.801394,8281,8282,8352
-992.5166,23082.36,557.137,1124,48.98252,8383,-8402,8403
-992.50665,34837.766,1691.2974,3000,27.661697,8288,8289,8421
-992.4971,12648.873,585.648,1630,18.461155,-8298,8299,8415
-992.46094,8804.234,382.57104,1000,20.844814,3653,3654,-4845
-992.4529,981.62476,11.398595,-31,74.890785,-8142,-8258,8364
-992.4446,4010.6284,298.4494,1000,9.475012,-7496,7497,7541
-992.4427,7767.181,407.62073,1246,14.723175,8060,-8061,8280
-992.4359,17984.742,703.96716,1684,25.201815,6222,6445,-6474
-992.4339,6146.2075,378.68326,1000,14.499775,8212,8213,-8362
-992.4116,20133.102,1118.224,3000,15.7857685,7667,7668,8411
-992.4044,13287.692,523.68616,1290,24.206045,8368,8369,-8386
-992.404,10241.25,425.4646,1000,24.065355,7985,7986,-8046
-992.40295,6188.879,554.61786,1000,14.5409355,8338,8354,-8385
-992.4,6560.6226,440.13144,1000,15.40845,-7866,8356,8390
-992.3893,8826.639,447.10947,1000,20.70108,-7607,7608,8407
-992.3722,15873.889,602.22144,1267,29.317715,8241,8414,-8422
-992.37213,18631.158,661.3749,1682,25.92011,8151,8152,-8366
-992.3633,10706.84,549.93384,1000,25.025295,1067,1068,-1448
-992.35657,10702.5,407.9441,592,42.218166,-8131,-8183,8287
-992.3507,14135.655,760.223,1365,24.164942,8289,-8290,8402
-992.3414,5970.389,406.54572,1000,13.914817,7802,-7803,8087
-992.3326,9440.354,428.70752,1000,21.976677,-510,511,4765
-992.3043,7143.5166,448.97974,1000,16.568796,-461,462,634
-992.3019,6262.403,432.1721,1000,14.520416,7479,7480,-8111
-992.28577,28065.588,1322.3649,3000,21.646387,5255,5256,6344
-992.27386,20655.682,599.2671,1379,34.604855,6897,6898,-6932
-992.26587,5930.9097,394.45255,1000,13.687788,7830,-7831,8081
-992.2621,7455.49,670.0553,1600,10.748714,7476,-7477,7869
-992.253,8687.104,579.17377,1670,11.985276,7684,-7685,7730
-992.24854,11749.703,629.4726,1497,18.073618,-8063,8064,8397
-992.2475,5392.2627,546.9809,1290,9.624215,7828,7829,-8386
-992.2251,18062.404,1066.662,3000,13.822366,7684,8408,8414
-992.2203,11067.371,673.06866,1725,14.720306,-8190,8191,8400
-992.21326,20996.662,390.973,1000,48.130352,8281,-8342,8374
-992.18396,18219.553,1231.7174,3000,13.869256,8200,8201,8363
-992.1746,6032.8125,483.0762,1053,13.067997,8353,-8357,8391
-992.1302,15184.996,777.7114,1845,18.667149,7444,7445,-8317
-992.1191,10113.073,552.0622,1000,22.905077,4915,4916,-5001
-992.1112,9728.448,613.17,1567,14.047158,8307,-8308,8316
-992.1028,19397.244,847.9088,1446,30.319527,8289,8290,-8418
-992.0889,15112.764,1245.849,3000,11.3660755,7796,7797,8220
-992.07574,13811.604,717.5223,1948,15.970616,8303,8304,-8310
-992.07245,9501.008,572.3299,1452,14.732928,-7463,7464,8138
-992.048,27319.805,1182.7894,3000,20.441078,8363,8375,8376
-992.04486,4054.8167,418.85922,1000,9.098018,-8096,8097,8348
-992.0437,2207.6448,157.10255,129,38.393116,-7565,-7566,7823
-992.03546,19976.113,1442.8553,3000,14.922945,252,253,346
-992.0201,8727.724,648.51483,1433,13.623232,8309,8310,-8384
-992.00806,14589.506,1218.0438,3000,10.861551,1789,1790,1804
-991.9828,21133.287,950.8317,3000,15.683602,3780,3781,5509
-991.9765,4148.8267,186.30702,224,41.20373,7673,-7674,-7994
-991.93994,15711.79,1249.4282,3000,11.598225,7473,7474,7830
-991.93854,13123.164,673.09454,1000,29.056952,8294,8425,-8426
-991.9374,10381.281,541.8942,1194,19.248444,-7881,8085,8302
-991.92816,12318.352,654.6202,1664,16.37014,-8090,8091,8402
-991.9046,7191.3667,450.93298,1507,10.521651,8167,8168,-8170
-991.8847,11576.289,706.651,1876,13.572365,-8041,8042,8268
-991.88306,13667.337,373.38608,1000,30.05497,4761,4762,-6655
-991.8749,13529.602,749.0714,1881,15.801256,7656,-7657,8121
-991.87476,5410.2754,333.78412,1000,11.885251,7643,-7644,8129
-991.8635,32651.67,765.12994,1451,49.36597,8382,8383,-8416
-991.8608,14332.688,760.91864,1792,17.540112,7357,-7358,7732
-991.8492,12727.48,718.70966,1760,15.836314,-8088,8108,8422
-991.8233,1078.0905,-65.894394,68,34.609333,-8299,-8370,8379
-991.80743,7688.669,408.70514,1220,13.730791,8071,8072,-8125
-991.8056,6859.667,416.74506,1018,14.677825,-7809,7810,8131
-991.8042,9198.8955,718.7073,1744,11.487416,-7480,7481,8213
-991.79407,1465.401,-45.921745,-92,34.647083,-7676,7677,-8006
-991.78815,10540.622,693.22656,1497,15.3048525,186,227,-915
-991.78546,8810.615,382.21054,1000,19.144693,8136,8137,-8320
-991.7778,16507.059,1377.5901,3000,11.944953,7861,7862,8326
-991.7453,19928.672,1364.6509,3000,14.364117,880,881,4792
-991.7338,3712.4744,128.71126,548,14.628631,-7458,7459,-8323
-991.7036,5352.063,274.1689,721,15.970616,-8303,8304,-8310
-991.7012,11821.732,535.75745,1000,25.426645,24,-187,4922
-991.70056,19982.902,1129.2585,3000,14.325588,7652,7653,8427
-991.69995,16217.704,675.2659,1386,25.163368,7442,7443,-7854
-991.6951,6163.521,373.4008,1000,13.2471075,-7616,7617,7995
-991.683,17704.016,1299.4344,3000,12.665102,6937,6938,6958
-991.6289,5035.316,297.46585,1000,10.736636,8108,8109,-8314
-991.59247,11189.929,472.3071,1000,23.756554,-7822,8141,8301
-991.584,25431.264,1295.5935,3000,17.978941,2676,2677,5094
-991.5839,20995.58,1458.0911,3000,14.842995,7791,7792,8294
-991.5774,23091.936,1247.9331,3000,16.312372,7664,7691,8422
-991.5712,14302.057,400.72867,1000,30.287228,7438,7439,-8101
-991.5601,7746.6494,607.8419,1000,16.383333,4463,4464,-4878
-991.5526,11268.622,722.3226,1725,13.803284,8189,-8190,8398
-991.5216,5583.8804,556.2674,1346,8.733802,8387,8388,-8398
-991.5213,15495.37,1275.2076,3000,10.873697,7862,7863,7912
-991.49866,14685.577,579.9204,1529,20.165972,-8151,8152,8155
-991.4395,8694.272,456.55606,1000,18.128426,8344,-8345,8422
-991.438,8923.055,761.86743,1527,12.182115,-7801,7905,8335
-991.4263,13984.982,1271.4922,3000,9.705022,7813,7814,7909
-991.40155,6731.2417,623.6395,1469,9.512161,8200,-8201,8361
-991.4008,7509.301,624.61786,1369,11.385795,7510,-7511,8211
-991.37854,7380.9336,738.0497,1803,8.475364,7799,7800,-7915
-991.37756,16529.814,939.67566,1622,21.096556,8123,-8124,8283
-991.3684,15262.207,913.68945,1648,19.151138,8283,-8296,8355
-991.3404,8429.217,419.89102,1000,17.37457,7489,-7490,7700
-991.3334,23937.97,1384.9192,3000,16.433836,422,423,3428
-991.3259,19041.982,1243.8414,3000,13.061522,8101,8102,8304
-991.3242,15132.896,1343.0675,3000,10.3780575,7826,7827,7866
-991.32043,1753.8835,62.440586,271,13.309364,8303,-8304,-8326
-991.31573,25502.969,1078.4841,3000,17.472717,8236,8237,8242
-991.3114,19262.729,781.95886,1649,23.997791,-7531,7532,8239
-991.28424,19863.656,1371.5552,3000,13.559901,430,431,893
-991.2762,9862.644,646.6141,1647,12.252284,7912,-7913,8396
-991.2634,12305.275,515.2679,1000,25.140625,5919,5920,-6550
-991.23553,168.08382,15.197211,51,6.712062,-7534,7535,-7617
-991.2147,6504.454,446.05035,1115,11.852338,7814,-7815,8220
-991.208,15903.853,1322.633,3000,10.762634,7866,7867,8339
-991.19324,3333.3264,110.67901,396,17.060417,8089,-8090,-8136
-991.19116,9650.829,844.2135,1953,10.013087,-8318,8320,8360
-991.19055,35648.15,1461.3768,3000,24.076344,6567,6568,6636
-991.185,3206.6267,161.41435,500,12.986186,-8128,8129,-8346
-991.175,9100.543,754.3066,1767,10.41691,-7523,7524,8345
-991.1673,3464.3076,239.92978,492,14.229214,-7897,-7898,8310
-991.1631,6579.8237,320.18988,1000,13.290417,-7539,7684,8409
-991.15,4706.835,313.9563,1000,9.493176,8087,8088,-8312
-991.1431,8381.137,435.5683,1000,16.890648,435,436,-800
-991.1425,7894.8,499.86743,1323,12.025298,-7517,7518,8196
-991.1189,3223.3752,102.5695,174,37.232323,-7357,7359,-7988
-991.0745,14591.714,716.6759,1472,19.823986,-3432,3433,6185
-991.0719,7254.3174,633.9461,1346,10.77496,7484,7485,-8398
-991.0494,8500.652,445.06458,1000,16.952131,7982,7983,-8060
-991.04816,16127.05,755.5155,1790,17.964417,-8334,8406,8407
-991.04126,9302.729,491.2786,1000,18.534855,8371,-8372,8428
-991.0348,16411.264,1136.8818,3000,10.891454,1957,1958,2169
-990.9645,7844.5166,589.2032,1230,12.598875,322,323,-818
-990.9519,11888.337,609.33563,1758,13.340402,8403,-8404,8432
-990.9502,6325.256,257.87994,572,21.810522,-8346,-8347,8422
-990.93317,4646.8706,164.18355,361,25.340906,-7594,-7595,7663
-990.91034,1932.1002,109.383385,323,11.7463875,-8415,8416,-8417
-990.9028,25542.57,1326.5647,3000,16.70549,989,1098,2339
-990.89813,14770.19,739.8966,1809,16.011889,215,-684,6250
-990.8426,7812.022,474.3025,1000,15.226984,7523,-7524,8302
-990.83655,27300.658,1355.4454,3000,17.726294,3430,3431,3464
-990.82025,3815.537,-3.6214159,301,24.648115,7344,-7526,-7887
-990.8078,805.85913,-4.8757634,137,11.422024,-7646,7647,-8122
-990.7815,9327.313,583.1456,1178,15.331136,-8070,8121,8126
-990.77924,11535.052,660.5573,1694,13.18145,-7656,7657,7702
-990.77905,13571.426,1215.6252,3000,8.756973,7907,8213,8361
-990.7585,6490.737,459.29666,1000,12.536469,7848,-7849,8100
-990.75543,7688.6406,416.89737,1000,14.845244,3677,3678,-5826
-990.7553,8468.973,340.81174,1000,16.351696,4647,4648,-6317
-990.75165,11596.677,574.3764,1505,14.871603,7676,7677,-8117
-990.73627,12828.087,816.9986,1790,13.808553,8307,8308,-8334
-990.6865,14546.997,709.6158,1639,17.010063,-8099,8100,8290
-990.67883,7796.379,531.0279,1000,14.929566,368,580,-841
-990.6767,4865.602,386.19382,1000,9.315162,7873,7874,-7891
-990.6716,1567.382,-10.149822,81,37.025898,-8363,-8389,8402
-990.665,13110.969,730.46295,1000,25.069454,8294,8295,-8424
-990.5774,6941.586,436.32272,1000,13.149551,-7623,7624,7729
-990.57306,11360.843,645.17993,1473,14.603678,8126,-8127,8363
-990.5703,19004.23,1346.333,3000,11.991016,398,399,449
-990.5682,5366.743,328.76834,125,81.25092,-8137,-8229,8294
-990.49445,9061.076,510.93118,1000,17.01481,621,-778,6273
-990.4729,20461.887,1460.2239,3000,12.778734,440,441,550
-990.46,20573.748,1232.5698,3000,12.83125,8105,8106,8129
-990.45715,22107.111,1527.6765,3000,13.783397,258,259,820
-990.4132,10694.638,556.47,1697,11.733737,-8053,8054,8062
-990.3994,8581.603,483.64996,1000,15.954918,-7802,7803,8297
-990.3925,9938.358,709.27344,1840,10.034896,8086,8087,-8126
-990.3899,10979.412,772.1468,1643,12.411862,-8300,8301,8340
-990.38135,7985.037,440.05444,1000,14.817879,-8086,8087,8141
-990.35175,18402.338,1390.898,3000,11.348205,52,53,783
-990.34906,6891.5337,597.76587,1386,9.196174,7853,-7854,7871
